model_uid,model_source,model_name,weights,architecture,train_task,train_data,architecture_type,task_cluster,modality,architecture_display,train_task_display,train_data_display,display_name,description,model_source_url,weights_url
timm_tinynet_b,timm,tinynet_b,,tinynet_b,image_classification,imagenet1k,Convolutional,Supervised,Vision,TinyNet-B,Image-Classification,ImageNet1K,TinyNet-B-ImageNet1K,TinyNet-B trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_tinynet_c,timm,tinynet_c,,tinynet_c,image_classification,imagenet1k,Convolutional,Supervised,Vision,TinyNet-C,Image-Classification,ImageNet1K,TinyNet-C-ImageNet1K,TinyNet-C trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_tinynet_d,timm,tinynet_d,,tinynet_d,image_classification,imagenet1k,Convolutional,Supervised,Vision,TinyNet-D,Image-Classification,ImageNet1K,TinyNet-D-ImageNet1K,TinyNet-D trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_tinynet_e,timm,tinynet_e,,tinynet_e,image_classification,imagenet1k,Convolutional,Supervised,Vision,TinyNet-E,Image-Classification,ImageNet1K,TinyNet-E-ImageNet1K,TinyNet-E trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_tnt_s_patch16_224,timm,tnt_s_patch16_224,,tnt_s_patch16_224,image_classification,imagenet1k,Transformer,Supervised,Vision,TNT-S-P16-224,Image-Classification,ImageNet1K,TNT-S-P16-224-ImageNet1K,TNT-S-P16-224 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_tresnet_l,timm,tresnet_l,,tresnet_l,image_classification,imagenet1k,Convolutional,Supervised,Vision,TResNet-L,Image-Classification,ImageNet1K,TResNet-L-ImageNet1K,TResNet-L trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_tresnet_l_448,timm,tresnet_l_448,,tresnet_l_448,image_classification,imagenet1k,Convolutional,Supervised,Vision,TResNet-L-448,Image-Classification,ImageNet1K,TResNet-L-448-ImageNet1K,TResNet-L-448 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_tresnet_m,timm,tresnet_m,,tresnet_m,image_classification,"['imagenet1k', 'imagenet21k']",Convolutional,Supervised,Vision,TResNet-M,Image-Classification,ImageNet1K+ImageNet21K,TResNet-M-ImageNet1K+ImageNet21K,TResNet-M trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_tresnet_m_448,timm,tresnet_m_448,,tresnet_m_448,image_classification,imagenet1k,Convolutional,Supervised,Vision,TResNet-M-448,Image-Classification,ImageNet1K,TResNet-M-448-ImageNet1K,TResNet-M-448 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_tresnet_m_miil_in21k,timm,tresnet_m_miil_in21k,,tresnet_m,image_classification,"['imagenet1k', 'imagenet21k']",Convolutional,Supervised,Vision,TResNet-M,Image-Classification,ImageNet1K+ImageNet21K,TResNet-M-ImageNet1K+ImageNet21K,TResNet-M trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_tresnet_v2_l,timm,tresnet_v2_l,,tresnet_v2_l,image_classification,imagenet1k,Convolutional,Supervised,Vision,TResNet-V2-L,Image-Classification,ImageNet1K,TResNet-V2-L-ImageNet1K,TResNet-V2-L trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_tresnet_xl,timm,tresnet_xl,,tresnet_xl,image_classification,imagenet1k,Convolutional,Supervised,Vision,TResNet-XL,Image-Classification,ImageNet1K,TResNet-XL-ImageNet1K,TResNet-XL trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_tresnet_xl_448,timm,tresnet_xl_448,,tresnet_xl_448,image_classification,imagenet1k,Convolutional,Supervised,Vision,TResNet-XL-448,Image-Classification,ImageNet1K,TResNet-XL-448-ImageNet1K,TResNet-XL-448 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_tv_densenet121,timm,tv_densenet121,,tv_densenet121,image_classification,imagenet1k,Convolutional,Supervised,Vision,TV-DenseNet121,Image-Classification,ImageNet1K,TV-DenseNet121-ImageNet1K,TV-DenseNet121 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_tv_resnet34,timm,tv_resnet34,,tv_resnet34,image_classification,imagenet1k,Convolutional,Supervised,Vision,TV-ResNet34,Image-Classification,ImageNet1K,TV-ResNet34-ImageNet1K,TV-ResNet34 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_tv_resnet50,timm,tv_resnet50,,tv_resnet50,image_classification,imagenet1k,Convolutional,Supervised,Vision,TV-ResNet50,Image-Classification,ImageNet1K,TV-ResNet50-ImageNet1K,TV-ResNet50 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_tv_resnet101,timm,tv_resnet101,,tv_resnet101,image_classification,imagenet1k,Convolutional,Supervised,Vision,TV-ResNet101,Image-Classification,ImageNet1K,TV-ResNet101-ImageNet1K,TV-ResNet101 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_tv_resnet152,timm,tv_resnet152,,tv_resnet152,image_classification,imagenet1k,Convolutional,Supervised,Vision,TV-ResNet152,Image-Classification,ImageNet1K,TV-ResNet152-ImageNet1K,TV-ResNet152 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_tv_resnext50_32x4d,timm,tv_resnext50_32x4d,,tv_resnext50_32x4d,image_classification,imagenet1k,Convolutional,Supervised,Vision,TV-ResNext50-32x4D,Image-Classification,ImageNet1K,TV-ResNext50-32x4D-ImageNet1K,TV-ResNext50-32x4D trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_twins_pcpvt_base,timm,twins_pcpvt_base,,twins_pcpvt_base,image_classification,imagenet1k,Transformer,Supervised,Vision,Twins-PCPVT-Base,Image-Classification,ImageNet1K,Twins-PCPVT-Base-ImageNet1K,Twins-PCPVT-Base trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_twins_pcpvt_large,timm,twins_pcpvt_large,,twins_pcpvt_large,image_classification,imagenet1k,Transformer,Supervised,Vision,Twins-PCPVT-Large,Image-Classification,ImageNet1K,Twins-PCPVT-Large-ImageNet1K,Twins-PCPVT-Large trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_twins_pcpvt_small,timm,twins_pcpvt_small,,twins_pcpvt_small,image_classification,imagenet1k,Transformer,Supervised,Vision,Twins-PCPVT-Small,Image-Classification,ImageNet1K,Twins-PCPVT-Small-ImageNet1K,Twins-PCPVT-Small trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_twins_svt_base,timm,twins_svt_base,,twins_svt_base,image_classification,imagenet1k,Transformer,Supervised,Vision,Twins-SVT-Base,Image-Classification,ImageNet1K,Twins-SVT-Base-ImageNet1K,Twins-SVT-Base trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_twins_svt_large,timm,twins_svt_large,,twins_svt_large,image_classification,imagenet1k,Transformer,Supervised,Vision,Twins-SVT-Large,Image-Classification,ImageNet1K,Twins-SVT-Large-ImageNet1K,Twins-SVT-Large trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_twins_svt_small,timm,twins_svt_small,,twins_svt_small,image_classification,imagenet1k,Transformer,Supervised,Vision,Twins-SVT-Small,Image-Classification,ImageNet1K,Twins-SVT-Small-ImageNet1K,Twins-SVT-Small trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vgg11,timm,vgg11,,vgg11,image_classification,imagenet1k,Convolutional,Supervised,Vision,VGG11,Image-Classification,ImageNet1K,VGG11-ImageNet1K,VGG11 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vgg11_bn,timm,vgg11_bn,,vgg11_bn,image_classification,imagenet1k,Convolutional,Supervised,Vision,VGG11-BN,Image-Classification,ImageNet1K,VGG11-BN-ImageNet1K,VGG11-BN trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vgg13,timm,vgg13,,vgg13,image_classification,imagenet1k,Convolutional,Supervised,Vision,VGG13,Image-Classification,ImageNet1K,VGG13-ImageNet1K,VGG13 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vgg13_bn,timm,vgg13_bn,,vgg13_bn,image_classification,imagenet1k,Convolutional,Supervised,Vision,VGG13-BN,Image-Classification,ImageNet1K,VGG13-BN-ImageNet1K,VGG13-BN trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vgg16,timm,vgg16,,vgg16,image_classification,imagenet1k,Convolutional,Supervised,Vision,VGG16,Image-Classification,ImageNet1K,VGG16-ImageNet1K,VGG16 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vgg16_bn,timm,vgg16_bn,,vgg16_bn,image_classification,imagenet1k,Convolutional,Supervised,Vision,VGG16-BN,Image-Classification,ImageNet1K,VGG16-BN-ImageNet1K,VGG16-BN trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vgg19,timm,vgg19,,vgg19,image_classification,imagenet1k,Convolutional,Supervised,Vision,VGG19,Image-Classification,ImageNet1K,VGG19-ImageNet1K,VGG19 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vgg19_bn,timm,vgg19_bn,,vgg19_bn,image_classification,imagenet1k,Convolutional,Supervised,Vision,VGG19-BN,Image-Classification,ImageNet1K,VGG19-BN-ImageNet1K,VGG19-BN trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_visformer_small,timm,visformer_small,,visformer_small,image_classification,imagenet1k,Convolutional,Supervised,Vision,VisFormer-Small,Image-Classification,ImageNet1K,VisFormer-Small-ImageNet1K,VisFormer-Small trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_base_patch8_224,timm,vit_base_patch8_224,,vit_base_patch8_224,image_classification,imagenet1k,Transformer,Supervised,Vision,ViT-Base-P8-224,Image-Classification,ImageNet1K,ViT-Base-P8-224-ImageNet1K,ViT-Base-P8-224 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_base_patch8_224_dino,timm,vit_base_patch8_224_dino,,vit_base_patch8_224,"['image_classification', 'dino_pretraining']",imagenet1k,Transformer,Supervised,Vision,ViT-Base-P8-224,Image-Classification+Dino-Pretraining,ImageNet1K,ViT-Base-P8-224-ImageNet1K,ViT-Base-P8-224 trained on image classification with DINO-style self-supervised pretraining using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_base_patch8_224_in21k,timm,vit_base_patch8_224_in21k,,vit_base_patch8_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Base-P8-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Base-P8-224-ImageNet1K+ImageNet21K,ViT-Base-P8-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_base_patch16_224,timm,vit_base_patch16_224,,vit_base_patch16_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Base-P16-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Base-P16-224-ImageNet1K+ImageNet21K,ViT-Base-P16-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_base_patch16_224_dino,timm,vit_base_patch16_224_dino,,vit_base_patch16_224,"['image_classification', 'dino_pretraining']",imagenet1k,Transformer,Supervised,Vision,ViT-Base-P16-224,Image-Classification+Dino-Pretraining,ImageNet1K,ViT-Base-P16-224-ImageNet1K,ViT-Base-P16-224 trained on image classification with DINO-style self-supervised pretraining using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_base_patch16_224_in21k,timm,vit_base_patch16_224_in21k,,vit_base_patch16_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Base-P16-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Base-P16-224-ImageNet1K+ImageNet21K,ViT-Base-P16-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_base_patch16_224_miil,timm,vit_base_patch16_224_miil,,vit_base_patch16_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Base-P16-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Base-P16-224-ImageNet1K+ImageNet21K,ViT-Base-P16-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_base_patch16_224_miil_in21k,timm,vit_base_patch16_224_miil_in21k,,vit_base_patch16_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Base-P16-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Base-P16-224-ImageNet1K+ImageNet21K,ViT-Base-P16-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_base_patch16_224_sam,timm,vit_base_patch16_224_sam,,vit_base_patch16_224_sam,"['image_classification', 'sam_pretraining']",imagenet1k,Transformer,Supervised,Vision,ViT-Base-P16-224-SAM,Image-Classification+Sam-Pretraining,ImageNet1K,ViT-Base-P16-224-SAM-ImageNet1K,ViT-Base-P16-224-SAM trained on image classification with sharpness-aware pretraining using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_base_patch16_384,timm,vit_base_patch16_384,,vit_base_patch16_384,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Base-P16-384,Image-Classification,ImageNet1K+ImageNet21K,ViT-Base-P16-384-ImageNet1K+ImageNet21K,ViT-Base-P16-384 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_base_patch32_224,timm,vit_base_patch32_224,,vit_base_patch32_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Base-P32-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Base-P32-224-ImageNet1K+ImageNet21K,ViT-Base-P32-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_base_patch32_224_clip_laion2b,timm,vit_base_patch32_224_clip_laion2b,,vit_base_patch32_224_clip_laion2b,image_classification,imagenet1k,Transformer,Supervised,Vision,ViT-Base-P32-224-CLIP-LAION2B,Image-Classification,ImageNet1K,ViT-Base-P32-224-CLIP-LAION2B-ImageNet1K,ViT-Base-P32-224-CLIP-LAION2B trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_base_patch32_224_in21k,timm,vit_base_patch32_224_in21k,,vit_base_patch32_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Base-P32-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Base-P32-224-ImageNet1K+ImageNet21K,ViT-Base-P32-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_base_patch32_224_sam,timm,vit_base_patch32_224_sam,,vit_base_patch32_224_sam,"['image_classification', 'sam_pretraining']",imagenet1k,Transformer,Supervised,Vision,ViT-Base-P32-224-SAM,Image-Classification+Sam-Pretraining,ImageNet1K,ViT-Base-P32-224-SAM-ImageNet1K,ViT-Base-P32-224-SAM trained on image classification with sharpness-aware pretraining using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_base_patch32_384,timm,vit_base_patch32_384,,vit_base_patch32_384,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Base-P32-384,Image-Classification,ImageNet1K+ImageNet21K,ViT-Base-P32-384-ImageNet1K+ImageNet21K,ViT-Base-P32-384 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_base_r50_s16_224_in21k,timm,vit_base_r50_s16_224_in21k,,vit_base_r50_s16_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Base-R50-S16-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Base-R50-S16-224-ImageNet1K+ImageNet21K,ViT-Base-R50-S16-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_base_r50_s16_384,timm,vit_base_r50_s16_384,,vit_base_r50_s16_384,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Base-R50-S16-384,Image-Classification,ImageNet1K+ImageNet21K,ViT-Base-R50-S16-384-ImageNet1K+ImageNet21K,ViT-Base-R50-S16-384 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_giant_patch14_224_clip_laion2b,timm,vit_giant_patch14_224_clip_laion2b,,vit_giant_patch14_224_clip_laion2b,image_classification,imagenet1k,Transformer,Supervised,Vision,ViT-GIANT-P14-224-CLIP-LAION2B,Image-Classification,ImageNet1K,ViT-GIANT-P14-224-CLIP-LAION2B-ImageNet1K,ViT-GIANT-P14-224-CLIP-LAION2B trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_huge_patch14_224_clip_laion2b,timm,vit_huge_patch14_224_clip_laion2b,,vit_huge_patch14_224_clip_laion2b,image_classification,imagenet1k,Transformer,Supervised,Vision,ViT-Huge-P14-224-CLIP-LAION2B,Image-Classification,ImageNet1K,ViT-Huge-P14-224-CLIP-LAION2B-ImageNet1K,ViT-Huge-P14-224-CLIP-LAION2B trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_huge_patch14_224_in21k,timm,vit_huge_patch14_224_in21k,,vit_huge_patch14_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Huge-P14-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Huge-P14-224-ImageNet1K+ImageNet21K,ViT-Huge-P14-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_large_patch14_224_clip_laion2b,timm,vit_large_patch14_224_clip_laion2b,,vit_large_patch14_224_clip_laion2b,image_classification,imagenet1k,Transformer,Supervised,Vision,ViT-Large-P14-224-CLIP-LAION2B,Image-Classification,ImageNet1K,ViT-Large-P14-224-CLIP-LAION2B-ImageNet1K,ViT-Large-P14-224-CLIP-LAION2B trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_large_patch16_224,timm,vit_large_patch16_224,,vit_large_patch16_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Large-P16-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Large-P16-224-ImageNet1K+ImageNet21K,ViT-Large-P16-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_large_patch16_224_in21k,timm,vit_large_patch16_224_in21k,,vit_large_patch16_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Large-P16-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Large-P16-224-ImageNet1K+ImageNet21K,ViT-Large-P16-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_large_patch16_384,timm,vit_large_patch16_384,,vit_large_patch16_384,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Large-P16-384,Image-Classification,ImageNet1K+ImageNet21K,ViT-Large-P16-384-ImageNet1K+ImageNet21K,ViT-Large-P16-384 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_large_patch32_224_in21k,timm,vit_large_patch32_224_in21k,,vit_large_patch32_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Large-P32-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Large-P32-224-ImageNet1K+ImageNet21K,ViT-Large-P32-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_large_patch32_384,timm,vit_large_patch32_384,,vit_large_patch32_384,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Large-P32-384,Image-Classification,ImageNet1K+ImageNet21K,ViT-Large-P32-384-ImageNet1K+ImageNet21K,ViT-Large-P32-384 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_large_r50_s32_224,timm,vit_large_r50_s32_224,,vit_large_r50_s32_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Large-R50-S32-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Large-R50-S32-224-ImageNet1K+ImageNet21K,ViT-Large-R50-S32-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_large_r50_s32_224_in21k,timm,vit_large_r50_s32_224_in21k,,vit_large_r50_s32_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Large-R50-S32-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Large-R50-S32-224-ImageNet1K+ImageNet21K,ViT-Large-R50-S32-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_large_r50_s32_384,timm,vit_large_r50_s32_384,,vit_large_r50_s32_384,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Large-R50-S32-384,Image-Classification,ImageNet1K+ImageNet21K,ViT-Large-R50-S32-384-ImageNet1K+ImageNet21K,ViT-Large-R50-S32-384 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_small_patch8_224_dino,timm,vit_small_patch8_224_dino,,vit_small_patch8_224,"['image_classification', 'dino_pretraining']",imagenet1k,Transformer,Supervised,Vision,ViT-Small-P8-224,Image-Classification+Dino-Pretraining,ImageNet1K,ViT-Small-P8-224-ImageNet1K,ViT-Small-P8-224 trained on image classification with DINO-style self-supervised pretraining using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_small_patch16_224,timm,vit_small_patch16_224,,vit_small_patch16_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Small-P16-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Small-P16-224-ImageNet1K+ImageNet21K,ViT-Small-P16-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_small_patch16_224_dino,timm,vit_small_patch16_224_dino,,vit_small_patch16_224,"['image_classification', 'dino_pretraining']",imagenet1k,Transformer,Supervised,Vision,ViT-Small-P16-224,Image-Classification+Dino-Pretraining,ImageNet1K,ViT-Small-P16-224-ImageNet1K,ViT-Small-P16-224 trained on image classification with DINO-style self-supervised pretraining using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_small_patch16_224_in21k,timm,vit_small_patch16_224_in21k,,vit_small_patch16_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Small-P16-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Small-P16-224-ImageNet1K+ImageNet21K,ViT-Small-P16-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_small_patch16_384,timm,vit_small_patch16_384,,vit_small_patch16_384,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Small-P16-384,Image-Classification,ImageNet1K+ImageNet21K,ViT-Small-P16-384-ImageNet1K+ImageNet21K,ViT-Small-P16-384 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_small_patch32_224,timm,vit_small_patch32_224,,vit_small_patch32_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Small-P32-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Small-P32-224-ImageNet1K+ImageNet21K,ViT-Small-P32-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_small_patch32_224_in21k,timm,vit_small_patch32_224_in21k,,vit_small_patch32_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Small-P32-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Small-P32-224-ImageNet1K+ImageNet21K,ViT-Small-P32-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_small_patch32_384,timm,vit_small_patch32_384,,vit_small_patch32_384,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Small-P32-384,Image-Classification,ImageNet1K+ImageNet21K,ViT-Small-P32-384-ImageNet1K+ImageNet21K,ViT-Small-P32-384 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_small_r26_s32_224,timm,vit_small_r26_s32_224,,vit_small_r26_s32_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Small-R26-S32-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Small-R26-S32-224-ImageNet1K+ImageNet21K,ViT-Small-R26-S32-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_small_r26_s32_224_in21k,timm,vit_small_r26_s32_224_in21k,,vit_small_r26_s32_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Small-R26-S32-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Small-R26-S32-224-ImageNet1K+ImageNet21K,ViT-Small-R26-S32-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_small_r26_s32_384,timm,vit_small_r26_s32_384,,vit_small_r26_s32_384,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Small-R26-S32-384,Image-Classification,ImageNet1K+ImageNet21K,ViT-Small-R26-S32-384-ImageNet1K+ImageNet21K,ViT-Small-R26-S32-384 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_vit_tiny_patch16_224,timm,vit_tiny_patch16_224,,vit_tiny_patch16_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,ViT-Tiny-P16-224,Image-Classification,ImageNet1K+ImageNet21K,ViT-Tiny-P16-224-ImageNet1K+ImageNet21K,ViT-Tiny-P16-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
